threshold,coverage_mean,coverage_std,precision_mean,precision_std,precision_lcb_mean,precision_lcb_std,recall_mean,recall_std,coherent_kept_rate_mean,coherent_kept_rate_std
0.785000,0.213467,0.013683,0.837735,0.014776,0.772589,0.017311,0.293737,0.024461,0.178871,0.012620
0.790000,0.202472,0.015427,0.842112,0.012494,0.775463,0.015309,0.280157,0.026928,0.170559,0.014034
0.795000,0.194694,0.012635,0.842879,0.013469,0.774901,0.015688,0.269521,0.022003,0.164121,0.011245
0.800000,0.183967,0.013557,0.846734,0.012149,0.776992,0.014904,0.255901,0.023420,0.155809,0.012238
0.805000,0.173509,0.013690,0.847823,0.017735,0.775897,0.022398,0.241863,0.025585,0.147227,0.013595
0.810000,0.162247,0.013715,0.852635,0.024318,0.778687,0.028858,0.227357,0.024260,0.138378,0.012678
0.815000,0.153665,0.012159,0.856779,0.019032,0.781029,0.022672,0.216314,0.021189,0.131674,0.010911
0.820000,0.142668,0.011522,0.857091,0.016700,0.778052,0.019763,0.200848,0.019384,0.122287,0.010298
0.825000,0.131942,0.012201,0.859400,0.016347,0.776994,0.020708,0.186332,0.020665,0.113437,0.011305
0.830000,0.124970,0.015365,0.859312,0.028681,0.774255,0.037092,0.176764,0.026717,0.107538,0.014903
0.835000,0.116925,0.014213,0.864475,0.033392,0.777146,0.040932,0.166156,0.023102,0.101102,0.012834
0.840000,0.106466,0.014738,0.865030,0.046011,0.773105,0.057630,0.151647,0.025219,0.092251,0.014401
0.845000,0.098421,0.012977,0.873409,0.030659,0.778139,0.040963,0.141493,0.022055,0.086084,0.012498
0.850000,0.089571,0.013070,0.887338,0.022901,0.788853,0.035487,0.130938,0.022570,0.079648,0.012899
0.855000,0.079918,0.013978,0.893281,0.017548,0.788524,0.021474,0.117284,0.021429,0.071336,0.012287
0.860000,0.071336,0.013271,0.887319,0.008010,0.773201,0.017920,0.104098,0.020520,0.063290,0.011759
0.865000,0.064094,0.013265,0.904199,0.014855,0.785947,0.025313,0.095288,0.020439,0.057926,0.011828
0.870000,0.058192,0.011318,0.911669,0.013644,0.788319,0.030798,0.087329,0.018104,0.053098,0.010496
0.875000,0.052829,0.009264,0.907775,0.010256,0.776091,0.027382,0.078949,0.015193,0.048002,0.008654
0.880000,0.048538,0.007779,0.917540,0.011315,0.781775,0.017607,0.073193,0.012544,0.044516,0.007052
0.885000,0.042639,0.005797,0.918379,0.023392,0.771998,0.032650,0.064367,0.009799,0.039153,0.005395
0.890000,0.038080,0.005967,0.921696,0.014879,0.764556,0.030306,0.057783,0.010453,0.035130,0.005799
0.895000,0.032181,0.005111,0.932061,0.026305,0.760510,0.045926,0.049424,0.009224,0.030035,0.005074
0.900000,0.028696,0.005825,0.934590,0.042923,0.751017,0.064836,0.044151,0.009765,0.026818,0.005456
0.905000,0.024674,0.007208,0.930249,0.056425,0.723810,0.095369,0.038031,0.012380,0.023065,0.007130
0.910000,0.020115,0.005859,0.945455,0.081312,0.718686,0.113854,0.031382,0.009674,0.019042,0.005572
0.915000,0.016360,0.004790,0.968889,0.045406,0.710434,0.068862,0.026056,0.007791,0.015824,0.004498
0.920000,0.012873,0.002041,0.961111,0.054149,0.662000,0.061261,0.020269,0.003119,0.012336,0.001755
0.925000,0.010996,0.001754,0.951429,0.068213,0.620960,0.084540,0.017183,0.002995,0.010459,0.001752
0.930000,0.007777,0.001472,0.960000,0.089443,0.559574,0.110414,0.012359,0.003135,0.007509,0.001802
0.935000,0.006705,0.001647,0.950000,0.111803,0.517483,0.130499,0.010595,0.003399,0.006437,0.001993
0.940000,0.005632,0.001124,0.950000,0.111803,0.476049,0.111069,0.008819,0.002298,0.005364,0.001343
0.945000,0.003486,0.002033,1.000000,0.000000,0.374356,0.155956,0.005730,0.003344,0.003486,0.002033
0.950000,0.002950,0.001748,1.000000,0.000000,0.340810,0.136252,0.004849,0.002889,0.002950,0.001748
0.955000,0.002682,0.001340,1.000000,0.000000,0.326489,0.116315,0.004404,0.002201,0.002682,0.001340
0.960000,0.001877,0.001528,0.800000,0.447214,0.238790,0.165613,0.003065,0.002485,0.001877,0.001528
0.965000,0.001341,0.001642,0.600000,0.547723,0.170316,0.182043,0.002176,0.002657,0.001341,0.001642
0.970000,0.000805,0.000735,0.600000,0.547723,0.123926,0.113128,0.001309,0.001195,0.000805,0.000735
0.975000,0.000536,0.000734,0.400000,0.547723,0.082617,0.113128,0.000861,0.001179,0.000536,0.000734
0.980000,0.000536,0.000734,0.400000,0.547723,0.082617,0.113128,0.000861,0.001179,0.000536,0.000734
0.985000,0.000268,0.000599,0.200000,0.447214,0.041309,0.092369,0.000427,0.000956,0.000268,0.000599
0.990000,0.000268,0.000599,0.200000,0.447214,0.041309,0.092369,0.000427,0.000956,0.000268,0.000599
0.995000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
